datestr,XCENU,YCENU,XCENO,YCENO,DXCEN,DYCEN,totalTime,timeOfYear,timeOfDay,T_SPCCD,T_SPCEB
20210531_231029,4.629539,-574.738098,-23.955780,-633.966125,28.585320,59.228027,14.688749,0.413321,0.965613,-44.050500,-10.688600
20210601_121500,-138.860306,233.253143,-156.836868,175.025696,17.976562,58.227448,14.690241,0.414813,0.510417,-45.040200,-13.492100
20210601_135206,-125.483002,234.345703,-142.352356,174.694885,16.869354,59.650818,14.690425,0.414998,0.577847,-46.603700,-11.795600
20210601_153006,-109.415291,234.208557,-127.675880,174.588608,18.260590,59.619949,14.690612,0.415184,0.645903,-44.545500,-10.756000
20210601_170906,-94.782890,233.909653,-112.805367,174.696701,18.022476,59.212952,14.690800,0.415372,0.714653,-52.164400,-10.643700
20210601_184736,-80.172295,234.029861,-98.128647,174.580338,17.956352,59.449524,14.690987,0.415559,0.783056,-46.028200,-10.464300
20210601_202536,-65.946465,234.522980,-83.374161,174.228958,17.427696,60.294022,14.691173,0.415746,0.851111,-45.040200,-10.823400
20210601_220406,-50.708492,234.512909,-68.503960,174.339294,17.795467,60.173615,14.691361,0.415933,0.919514,-44.710500,-10.643700
20210601_234236,-36.181973,235.455093,-53.749664,174.215485,17.567692,61.239609,14.691548,0.416120,0.987917,-45.369700,-10.711100
20210602_061643,21.741688,234.357620,4.224476,173.710266,17.517212,60.647354,14.692297,0.416870,0.261609,-45.452000,-10.643700
20210602_063814,26.108517,234.006256,7.430244,173.682068,18.678272,60.324188,14.692338,0.416910,0.276551,-43.224400,-9.263390
20210602_075435,37.861977,234.683060,19.017372,173.575592,18.844604,61.107468,14.692483,0.417056,0.329572,-42.893700,-10.576400
20210602_081607,40.496925,234.834351,22.223122,173.549408,18.273804,61.284943,14.692524,0.417097,0.344525,-50.208100,-9.462390
20210602_093305,51.898609,234.611893,33.848877,173.427490,18.049732,61.184402,14.692671,0.417243,0.397975,-44.463000,-10.890900
20210602_095437,54.208767,234.289261,37.093281,173.404373,17.115486,60.884888,14.692712,0.417284,0.412928,-43.307100,-9.684000
20210602_111105,66.235596,235.209961,48.680431,173.285950,17.555164,61.924011,14.692857,0.417429,0.466030,-44.298000,-11.048600
20210602_113237,68.556740,235.191544,51.886024,173.255936,16.670715,61.935608,14.692898,0.417470,0.480984,-43.141800,-9.772840
20210602_160759,114.144920,234.688965,94.759018,172.593506,19.385902,62.095459,14.693422,0.417994,0.672211,-44.710500,-12.137100
20210602_193305,143.625977,235.229248,125.464676,172.270157,18.161301,62.959091,14.693811,0.418384,0.814641,-41.900300,-11.116200
20210603_065243,241.982758,233.719238,224.728012,171.432816,17.254745,62.286423,14.695104,0.419676,0.286609,-43.224400,-11.841100
20210603_071414,245.331375,233.297577,227.856537,171.389664,17.474838,61.907913,14.695145,0.419717,0.301551,-43.637600,-10.711100
20210603_083005,255.993256,234.316864,238.903046,170.743057,17.090210,63.573807,14.695289,0.419861,0.354225,-44.050500,-11.682000
20210603_085137,259.582184,234.032272,242.069977,171.232925,17.512207,62.799347,14.695330,0.419902,0.369178,-48.408800,-10.352400
20210603_100835,271.294189,234.232117,253.270996,171.093613,18.023193,63.138504,14.695476,0.420048,0.422627,-45.122600,-11.342100
20210603_103007,275.185699,234.037079,256.438019,170.547028,18.747681,63.490051,14.695517,0.420089,0.437581,-42.893700,-10.084400
20210604_072738,449.418884,232.771194,432.215027,168.929108,17.203857,63.842087,14.697908,0.422480,0.310856,-44.380600,-12.228400
20210604_074909,452.092957,232.650513,435.112000,168.899216,16.980957,63.751297,14.697949,0.422521,0.325799,-46.110400,-10.800900
20210604_090604,463.781128,233.195084,445.346985,168.246353,18.434143,64.948730,14.698095,0.422667,0.379213,-44.957700,-11.772900
20210604_092734,465.137817,233.278397,448.204926,168.731155,16.932892,64.547241,14.698136,0.422708,0.394144,-44.957700,-10.374800
20210605_225115,1.344284,29.680178,-23.456371,-31.699989,24.800655,61.380167,14.702402,0.426974,0.952257,-44.792900,-13.538400
20210606_003100,-3.009781,31.073193,-26.315777,-31.691252,23.305996,62.764444,14.702591,0.427164,0.021528,-44.792900,-10.733500
20210607_190743,-13.079407,572.732666,-27.164349,509.750244,14.084942,62.982422,14.707452,0.432025,0.797025,-44.215500,-12.984800
20210607_222553,-5.893562,-581.758911,-28.506676,-642.696411,22.613113,60.937500,14.707829,0.432401,0.934641,-44.792900,-10.531600
20210608_000424,4.653908,-582.523315,-18.618793,-642.792358,23.272701,60.269043,14.708017,0.432589,0.003056,-43.967900,-10.017600
20210608_182100,339.826874,-293.953339,316.986542,-354.001678,22.840332,60.048340,14.710102,0.434674,0.764583,-43.307100,-11.048600
20210608_212200,399.394226,-289.620636,379.044952,-354.237061,20.349274,64.616425,14.710446,0.435018,0.890278,-44.463000,-11.954800
20210609_004000,421.764984,-290.618988,400.418976,-354.374237,21.346008,63.755249,14.710822,0.435394,0.027778,-43.555000,-11.909300
20210609_071111,472.665405,-290.908508,453.527527,-354.639679,19.137878,63.731171,14.711566,0.436138,0.299433,-42.562700,-11.342100
20210609_103003,492.812256,-289.928406,472.781006,-354.361633,20.031250,64.433228,14.711944,0.436516,0.437535,-43.224400,-11.500600
20210609_134657,515.984680,-289.726776,494.506531,-354.832703,21.478149,65.105927,14.712318,0.436891,0.574271,-43.141800,-11.432700
20210609_183959,552.781433,-290.221161,532.182007,-354.597870,20.599426,64.376709,14.712875,0.437448,0.777766,-44.133000,-11.795600
20210610_043033,615.685791,-289.823181,594.801514,-355.085999,20.884277,65.262817,14.713998,0.438571,0.187882,-45.205000,-12.319800
20210610_142038,671.338440,-286.614716,651.937439,-355.068634,19.401001,68.453918,14.715120,0.439692,0.597662,-43.307100,-12.319800
20210610_191558,699.206848,-287.649414,678.682007,-354.634644,20.524841,66.985229,14.715682,0.440254,0.802755,-44.298000,-12.502800
20210611_064631,750.876526,-287.634521,729.656433,-353.911285,21.220093,66.276764,14.716995,0.441567,0.282303,-43.637600,-11.954800
20210611_100323,730.708984,-287.375488,709.189453,-354.469879,21.519531,67.094391,14.717369,0.441941,0.419016,-44.545500,-11.613900
20210611_114031,773.178711,-287.021515,753.041016,-354.097198,20.137695,67.075684,14.717554,0.442126,0.486470,-44.545500,-11.138800
20210611_145830,784.848022,-288.247620,764.062012,-354.309204,20.786011,66.061584,14.717930,0.442502,0.623958,-44.133000,-10.823400
20210611_195229,806.026001,-289.630310,784.509521,-354.049805,21.516479,64.419495,14.718489,0.443061,0.828113,-45.781300,-12.388400
20210611_230759,-2.568825,19.930658,-18.246132,-42.133881,15.677307,62.064539,14.718861,0.443433,0.963877,-45.945900,-12.342700
20210612_004902,10.119667,20.515348,-8.734734,-42.257607,18.854401,62.772955,14.719053,0.443625,0.034051,-42.976400,-10.397200
20210612_185159,863.510132,-285.410095,840.648010,-351.811279,22.862122,66.401184,14.721112,0.445684,0.786100,-44.050500,-12.640300
20210614_200257,-2.772034,564.898499,-16.105938,500.470856,13.333904,64.427643,14.726722,0.451295,0.835382,-44.380600,-11.727500
20210614_231848,1.468498,-589.420837,-20.287800,-652.341431,21.756298,62.920593,14.727095,0.451667,0.971389,-44.298000,-12.160000
20210615_005723,11.147774,-589.643005,-11.722443,-652.431641,22.870216,62.788635,14.727282,0.451854,0.039850,-42.811000,-10.330100
20210615_124531,-622.943848,406.205048,-638.514038,349.563568,15.570190,56.641479,14.728629,0.453201,0.531609,-45.122600,-13.076800
20210615_140006,-616.378662,410.690002,-631.407532,349.368927,15.028870,61.321075,14.728770,0.453343,0.583403,-48.981900,-13.353500
20210615_153906,-606.928589,409.964050,-621.983093,349.127502,15.054504,60.836548,14.728959,0.453531,0.652153,-42.976400,-12.571500
20210616_044605,-523.745056,408.079590,-540.602844,347.142090,16.857788,60.937500,14.730455,0.455027,0.198669,-44.710500,-12.686100
20210616_094105,-491.215637,407.870789,-508.235840,345.962799,17.020203,61.907990,14.731016,0.455588,0.403530,-43.472400,-11.727500
20210616_143635,-458.910217,407.079742,-474.787872,345.702484,15.877655,61.377258,14.731578,0.456150,0.608738,-44.215500,-11.048600
20210616_161435,-447.671570,407.068237,-463.393799,345.482849,15.722229,61.585388,14.731764,0.456336,0.676794,-44.545500,-10.823400
20210616_224856,-402.429779,402.550537,-416.736298,344.079895,14.306519,58.470642,14.732514,0.457086,0.950648,-44.545500,-12.846800
20210617_070004,-340.626099,404.384430,-356.792419,343.418579,16.166321,60.965851,14.733448,0.458020,0.291713,-44.463000,-13.030800
20210617_083834,-328.263000,403.720428,-344.509888,343.196259,16.246887,60.524170,14.733635,0.458207,0.360116,-44.215500,-11.772900
20210618_073746,-142.505630,381.361115,-158.690842,319.461273,16.185211,61.899841,14.736257,0.460829,0.317894,-43.141800,-13.076800
20210618_123105,-101.742935,382.520569,-118.753342,318.965576,17.010406,63.554993,14.736815,0.461387,0.521586,-44.050500,-13.584600
20210618_193213,-44.972298,376.662994,-62.335403,318.332733,17.363106,58.330261,14.737615,0.462188,0.814039,-44.710500,-13.099800
20210618_210105,-33.796459,377.344147,-50.312363,318.193420,16.515903,59.150726,14.737784,0.462357,0.875752,-43.885400,-12.045900
20210618_224105,-18.990845,377.402313,-36.639576,318.058350,17.648731,59.343964,14.737975,0.462547,0.945197,-43.141800,-12.251300
20210619_000056,-13.249084,7.485519,-31.350319,-55.520256,18.101234,63.005775,14.738126,0.462699,0.000648,-51.676000,-12.457000
20210619_014202,-6.479736,8.091357,-22.021500,-55.641003,15.541763,63.732360,14.738319,0.462891,0.070856,-44.133000,-10.374800
20210619_031859,16.659576,381.458954,1.520782,317.736176,15.138794,63.722778,14.738503,0.463075,0.138183,-44.792900,-9.573110
20210619_050005,31.225475,379.700989,15.463978,317.612610,15.761497,62.088379,14.738695,0.463267,0.208391,-44.792900,-10.845900
20210619_081226,59.225418,382.455963,42.964592,317.381866,16.260826,65.074097,14.739061,0.463633,0.341968,-43.967900,-12.640300
20210619_112834,84.288460,382.284790,68.901466,317.203064,15.386993,65.081726,14.739434,0.464006,0.478171,-44.957700,-13.030800
20210619_162335,125.216537,381.751556,109.031616,316.956543,16.184921,64.795013,14.739995,0.464567,0.683044,-45.122600,-13.215100
20210619_211931,165.416763,381.815277,149.046097,316.745239,16.370667,65.070038,14.740557,0.465130,0.888553,-44.215500,-13.192000
20210620_070936,244.143753,380.928436,227.490997,316.532990,16.652756,64.395447,14.741679,0.466251,0.298333,-46.192700,-13.169000
20210620_120504,283.561340,380.445892,267.763062,316.180664,15.798279,64.265228,14.742241,0.466813,0.503519,-49.227300,-13.746700
20210620_201904,346.051910,381.002197,329.032440,315.940216,17.019470,65.061981,14.743180,0.467752,0.846574,-45.122600,-13.238100
20210621_042734,407.051605,381.586395,389.170074,316.823120,17.881531,64.763275,14.744109,0.468681,0.185810,-47.999000,-13.932200
20210621_092654,-8.572769,-601.840210,-34.240017,-661.881226,25.667248,60.041016,14.744678,0.469250,0.393681,-43.141800,-9.950740
20210621_124324,458.611542,384.996613,442.462524,317.291748,16.149017,67.704865,14.745052,0.469624,0.530139,-43.307100,-9.728420
20210622_000804,541.285950,385.073822,523.813049,317.526978,17.472900,67.546844,14.746353,0.470926,0.005602,-44.957700,-14.094800
20210622_064229,581.904358,385.910797,564.754028,318.826935,17.150330,67.083862,14.747103,0.471676,0.279502,-46.685900,-13.584600
20210622_113804,611.516602,386.671326,595.177551,319.432343,16.339050,67.238983,14.747665,0.472238,0.484769,-44.463000,-13.769900
20210622_195206,657.225464,387.605103,639.838501,319.886932,17.386963,67.718170,14.748605,0.473177,0.827847,-43.637600,-13.584600
20210623_004405,682.540649,388.822815,665.059937,321.242767,17.480713,67.580048,14.749160,0.473732,0.030613,-44.133000,-14.048300
20210623_071735,713.394714,389.357819,696.693115,322.356140,16.701599,67.001678,14.749908,0.474480,0.303877,-45.287300,-13.630900
20210623_135200,743.071777,391.020386,725.621948,323.559967,17.449829,67.460419,14.750658,0.475230,0.577778,-44.628000,-13.955400
20210623_184905,762.756592,391.567627,745.552124,323.922089,17.204468,67.645538,14.751223,0.475795,0.784086,-44.380600,-13.584600
20210625_065130,318.157471,48.222240,299.408020,-16.381550,18.749451,64.603790,14.755334,0.479906,0.285764,-44.957700,-13.169000
20210625_100704,346.227173,49.081478,327.642517,-16.197950,18.584656,65.279428,14.755706,0.480278,0.421574,-44.215500,-13.261200
20210625_132505,376.289734,48.955662,357.834045,-16.053396,18.455688,65.009058,14.756082,0.480655,0.559086,-44.875300,-13.353500
20210625_195928,428.007202,50.021439,410.937988,-15.573279,17.069214,65.594718,14.756832,0.481404,0.832963,-44.298000,-12.686100
20210625_231800,-5.431374,-6.242626,-27.339771,-69.873077,21.908398,63.630452,14.757210,0.481782,0.970833,-45.205000,-12.434100
20210626_005624,-5.962471,-7.239413,-27.154613,-69.873871,21.192142,62.634458,14.757397,0.481969,0.039167,-44.215500,-10.666200
20210627_193259,767.470703,59.562965,747.405884,-7.187469,20.064819,66.750434,14.762258,0.486830,0.814572,-43.885400,-13.169000
20210629_190729,-235.724609,-325.238983,-256.408356,-384.644867,20.683746,59.405884,14.767685,0.492257,0.796863,-43.802800,-12.365500
20210629_235835,-197.252121,-323.827850,-217.514847,-385.505219,20.262726,61.677368,14.768238,0.492810,0.999016,-45.369700,-13.215100
20210630_081035,-130.728348,-324.994781,-150.811371,-386.775177,20.083023,61.780396,14.769174,0.493746,0.340683,-44.298000,-12.640300
20210630_180549,14.365413,-261.873260,-4.255257,-322.601776,18.620669,60.728516,14.770305,0.494878,0.754039,-44.710500,-11.795600
20210701_003448,4.633759,-326.461670,-14.971401,-388.035614,19.605160,61.573944,14.771045,0.495617,0.024167,-44.050500,-13.192000
20210701_102558,88.132896,-327.068909,66.949928,-389.113861,21.182968,62.044952,14.772169,0.496741,0.434699,-43.389700,-13.030800
20210701_151934,127.983749,-325.654663,107.614517,-389.244141,20.369232,63.589478,14.772727,0.497299,0.638588,-46.192700,-13.076800
20210701_170548,211.557373,-262.159271,192.841995,-323.163727,18.715378,61.004456,14.772929,0.497501,0.712361,-46.685900,-10.890900
20210702_011048,210.018738,-324.510345,188.305710,-383.819855,21.713028,59.309509,14.773851,0.498423,0.049167,-44.792900,-13.238100
20210702_074458,263.408661,-324.896851,241.297531,-388.902496,22.111130,64.005646,14.774601,0.499173,0.322894,-44.710500,-12.296900
20210702_110004,288.098511,-324.720581,267.252502,-388.700775,20.846008,63.980194,14.774972,0.499544,0.458380,-43.307100,-12.365500
20210702_155505,326.208954,-323.468231,305.915039,-388.298859,20.293915,64.830627,14.775533,0.500105,0.663252,-49.227300,-12.915800
20210702_174049,414.651978,-258.761688,392.798065,-320.266937,21.853912,61.505249,14.775734,0.500306,0.736678,-44.628000,-10.981000
20210702_223219,-4.344345,-22.800573,-25.771862,-82.748039,21.427517,59.947466,14.776288,0.500860,0.939109,-44.628000,-12.686100
20210703_001058,-4.588165,-20.416107,-26.169781,-82.844673,21.581615,62.428566,14.776475,0.501048,0.007616,-43.885400,-10.935900
20210703_113535,474.344666,-320.809296,453.149048,-385.575104,21.195618,64.765808,14.777777,0.502349,0.483044,-45.863600,-13.076800
20210703_145235,497.930328,-320.697784,476.323486,-384.953583,21.606842,64.255798,14.778152,0.502724,0.619850,-44.380600,-12.686100
20210703_181549,591.621338,-253.450607,570.942444,-316.292328,20.678894,62.841721,14.778538,0.503110,0.760984,-43.389700,-11.818300
20210704_004318,565.965576,-317.775818,542.833496,-382.802429,23.132080,65.026611,14.779275,0.503847,0.030069,-47.835000,-12.915800
20210704_071728,607.286499,-316.241455,584.740479,-380.608124,22.546021,64.366669,14.780024,0.504596,0.303796,-44.380600,-12.319800
20210704_121134,636.596313,-314.212128,614.403564,-379.759613,22.192749,65.547485,14.780583,0.505155,0.508032,-43.967900,-13.169000
20210704_152804,656.066956,-314.001190,633.561035,-378.256805,22.505920,64.255615,14.780957,0.505529,0.644491,-47.260700,-12.228400
20210705_075513,-6.125191,526.293152,-24.533783,465.071228,18.408592,61.221924,14.782834,0.507406,0.330012,-44.050500,-11.545900
20210705_093358,1.501434,-620.925964,-26.131359,-681.120728,27.632793,60.194763,14.783021,0.507594,0.398588,-44.380600,-10.733500
20210705_175025,28.153603,65.986786,8.992691,7.615224,19.160912,58.371562,14.783965,0.508538,0.743345,-43.885400,-10.218300
20210706_170446,38.161678,319.545197,21.545462,261.859772,16.616217,57.685425,14.786616,0.511189,0.711644,-45.122600,-11.251700
20210706_213435,-193.900070,289.905975,-210.660812,228.345825,16.760742,61.560150,14.787129,0.511702,0.899016,-44.792900,-13.284300
20210706_220335,-189.625565,285.157440,-206.605286,228.240082,16.979721,56.917358,14.787185,0.511757,0.919155,-45.699000,-12.594400
20210706_231305,-178.736557,289.747986,-196.717300,228.617798,17.980743,61.130188,14.787317,0.511889,0.967419,-45.534400,-11.704700
20210706_234035,-176.171326,284.554535,-192.855286,228.522583,16.683960,56.031952,14.787369,0.511941,0.986516,-45.369700,-11.410000
20210707_005105,-166.849625,289.811066,-182.851791,228.329681,16.002167,61.481384,14.787503,0.512075,0.035475,-44.792900,-11.364800
20210707_012635,-159.806595,284.976440,-177.869308,228.231934,18.062714,56.744507,14.787571,0.512143,0.060127,-52.083100,-11.977600
20210707_061957,-118.830360,284.725250,-136.116806,227.432800,17.286446,57.292450,14.788128,0.512700,0.263854,-46.110400,-11.296900
20210707_072435,-111.918556,288.717468,-126.847313,227.281601,14.928757,61.435867,14.788251,0.512823,0.308738,-47.506900,-10.981000
20210707_090305,-96.755409,288.191315,-112.749306,225.902878,15.993896,62.288437,14.788438,0.513011,0.377141,-43.885400,-11.568600
20210707_104135,-83.529091,288.911499,-98.651794,226.831024,15.122704,62.080475,14.788626,0.513198,0.445544,-44.380600,-12.114300
20210707_203505,5.437469,286.440460,-13.022881,225.809128,18.460350,60.631332,14.789754,0.514326,0.857697,-49.063700,-12.137100
20210707_221105,18.404461,287.640442,0.843061,225.690338,17.561400,61.950104,14.789937,0.514509,0.924363,-44.710500,-12.228400
20210707_234835,32.128338,287.844330,14.940819,225.588501,17.187519,62.255829,14.790122,0.514694,0.992072,-48.081000,-12.411200
20210708_012705,47.702892,287.952728,29.154364,225.494446,18.548529,62.458282,14.790309,0.514882,0.060475,-44.133000,-12.457000
20210708_063604,90.960869,284.568024,73.803291,224.698563,17.157578,59.869461,14.790897,0.515469,0.275046,-46.028200,-12.502800
20210708_080035,102.563904,287.485443,85.892601,225.249664,16.671303,62.235779,14.791057,0.515630,0.333738,-44.545500,-12.434100
20210708_093834,116.623055,287.979156,100.029236,225.217926,16.593819,62.761230,14.791244,0.515816,0.401782,-43.802800,-12.571500
20210708_181014,203.528305,255.694138,186.160477,195.574829,17.367828,60.119308,14.792217,0.516789,0.757106,-44.545500,-9.351780
20210708_193204,214.288528,257.457794,197.901978,195.640945,16.386551,61.816849,14.792372,0.516944,0.813935,-43.224400,-10.509200
20210708_210904,229.512375,258.186096,211.729492,195.723785,17.782883,62.462311,14.792557,0.517129,0.881296,-43.720200,-11.296900
20210708_224534,243.150314,259.577057,225.402481,195.344070,17.747833,64.232986,14.792740,0.517312,0.948310,-44.875300,-11.863800
20210709_002404,256.779053,259.645569,239.344971,195.960739,17.434082,63.684830,14.792927,0.517500,0.016713,-44.875300,-12.434100
20210709_065734,311.590485,260.134003,294.423004,196.583252,17.167480,63.550751,14.793676,0.518248,0.289977,-45.205000,-13.030800
20210709_083604,325.313324,260.138153,308.018463,196.774338,17.294861,63.363815,14.793863,0.518435,0.358380,-47.589000,-12.823900
20210709_101434,338.404022,260.466125,321.575531,196.987686,16.828491,63.478439,14.794050,0.518622,0.426782,-43.802800,-12.342700
20210709_115236,353.167328,261.204498,334.900513,197.208542,18.266815,63.995956,14.794236,0.518809,0.494861,-44.875300,-12.274100
20210709_133106,366.254150,261.222107,348.264496,197.453766,17.989655,63.768341,14.794424,0.518996,0.563264,-44.628000,-12.686100
20210709_150935,379.654541,261.679413,361.590057,197.709167,18.064484,63.970245,14.794611,0.519183,0.631655,-44.215500,-12.502800
20210709_165406,394.264771,259.277863,375.532959,197.994507,18.731812,61.283356,14.794810,0.519382,0.704236,-43.637600,-11.636600
20210709_183146,407.013214,259.437775,388.549042,198.279633,18.464172,61.158142,14.794995,0.519568,0.772060,-43.555000,-11.410000
20210709_200705,419.423462,260.806030,401.101959,198.561218,18.321503,62.244812,14.795177,0.519749,0.838252,-44.298000,-11.682000
20210709_214506,432.327850,261.446075,413.964020,198.875076,18.363831,62.570999,14.795363,0.519935,0.906319,-44.050500,-12.091500
20210709_232136,444.520905,262.898987,426.478027,198.677567,18.042877,64.221420,14.795546,0.520119,0.973333,-44.050500,-12.160000
20210710_005936,457.024078,263.429169,439.107513,199.547318,17.916565,63.881851,14.795733,0.520305,0.041389,-44.380600,-12.411200
20210710_061405,497.670441,261.039642,478.928986,200.240997,18.741455,60.798645,14.796331,0.520903,0.259780,-49.063700,-12.228400
20210710_235858,2.292099,-33.664532,-21.122784,-94.618568,23.414883,60.954037,14.798355,0.522928,0.999282,-46.439300,-13.445900
20210712_070904,-3.828705,511.568451,-21.161381,454.956207,17.332676,56.612244,14.801911,0.526483,0.297963,-43.307100,-13.099800
20210712_084434,-1.079918,514.079041,-21.084274,454.951996,20.004356,59.127045,14.802092,0.526665,0.364282,-43.967900,-11.206500
20210713_174028,-157.883423,-383.183441,-178.448792,-441.078461,20.565369,57.895020,14.805849,0.530421,0.736435,-43.389700,-12.296900
20210713_191130,-142.729691,-383.102631,-165.545319,-441.356018,22.815628,58.253387,14.806022,0.530595,0.799653,-44.545500,-12.045900
20210713_222705,-115.948761,-383.323090,-138.276367,-441.874512,22.327606,58.551422,14.806394,0.530966,0.935475,-45.452000,-12.525700
20210714_014405,-88.926224,-383.553802,-110.544868,-442.332031,21.618645,58.778229,14.806769,0.531341,0.072280,-45.122600,-12.296900
20210714_064005,-47.230484,-383.887604,-68.830948,-442.885406,21.600464,58.997803,14.807332,0.531904,0.277836,-43.555000,-12.137100
20210714_182700,54.676834,-389.191315,31.127317,-443.663422,23.549517,54.472107,14.808676,0.533248,0.768750,-48.490700,-10.666200
20210714_195005,64.773918,-381.589111,42.830620,-443.692139,21.943298,62.103027,14.808834,0.533406,0.826447,-46.850200,-10.531600
20210714_213020,79.054993,-384.090179,56.847561,-443.710785,22.207432,59.620605,14.809024,0.533596,0.896065,-43.802800,-10.598800
20210715_071707,162.736588,-382.796722,139.274124,-443.477356,23.462463,60.680634,14.810140,0.534712,0.303553,-44.792900,-12.068700
20210715_103005,192.032654,-385.407166,166.117615,-442.392700,25.915039,56.985535,14.810507,0.535079,0.437558,-44.710500,-12.296900
20210716_012256,-113.258179,350.194824,-129.393326,291.981842,16.135147,58.212982,14.812204,0.536776,0.057593,-43.307100,-10.868400
20210716_075505,-57.359440,350.049927,-75.242554,290.552185,17.883114,59.497742,14.812950,0.537522,0.329919,-44.215500,-12.548600
20210716_143005,-4.062439,349.691528,-20.589842,290.459320,16.527403,59.232208,14.813701,0.538273,0.604225,-45.369700,-12.823900
20210717_002418,4.552353,-76.174500,-18.820835,-133.511490,23.373188,57.336990,14.814831,0.539403,0.016875,-44.710500,-12.274100
20210717_015556,14.072975,-74.392685,-8.724617,-133.619003,22.797592,59.226318,14.815005,0.539577,0.080509,-45.122600,-10.509200
20210717_114407,147.879623,345.704010,129.829712,286.050385,18.049911,59.653625,14.816123,0.540695,0.488970,-48.162900,-11.636600
20210717_132136,160.668167,346.134308,142.614182,286.136536,18.053986,59.997772,14.816308,0.540881,0.556667,-43.885400,-10.890900
20210717_150006,174.069016,345.598846,155.475677,285.856598,18.593338,59.742249,14.816496,0.541068,0.625069,-43.141800,-10.621200
20210717_170446,131.016434,329.628448,112.002907,273.443207,19.013527,56.185242,14.816733,0.541305,0.711644,-45.287300,-11.364800
20210717_231249,237.333572,346.944641,219.204498,286.606842,18.129074,60.337799,14.817433,0.542005,0.967234,-44.298000,-13.099800
20210718_005005,250.422913,347.610199,231.602478,287.179352,18.820435,60.430847,14.817617,0.542190,0.034780,-44.628000,-12.000400
20210718_072335,299.806732,348.051453,281.233978,287.757599,18.572754,60.293854,14.818366,0.542938,0.308044,-43.967900,-12.686100
20210718_090205,311.824158,348.220428,293.478455,288.411102,18.345703,59.809326,14.818553,0.543125,0.376447,-43.389700,-11.591200
20210718_104035,324.066895,348.626892,305.644470,288.701324,18.422424,59.925568,14.818740,0.543312,0.444850,-44.463000,-11.003500
20210718_185716,331.252167,336.001251,312.382965,275.663361,18.869202,60.337891,14.819685,0.544257,0.789769,-43.967900,-12.686100
20210718_221119,407.805603,353.374023,388.724548,291.199799,19.081055,62.174225,14.820053,0.544626,0.924525,-43.389700,-12.892800
20210719_063435,-16.268707,472.024506,-39.545506,417.830383,23.276798,54.194122,14.821010,0.545583,0.274016,-44.545500,-12.251300
20210719_093734,8.563889,-665.102112,-16.063217,-722.917114,24.627106,57.815002,14.821358,0.545930,0.401088,-44.298000,-10.084400
20210719_125504,506.291229,355.391418,487.949585,295.529083,18.341644,59.862335,14.821734,0.546306,0.538241,-43.389700,-11.093700
20210719_224618,568.293274,360.191406,549.090515,299.085968,19.202759,61.105438,14.822858,0.547430,0.948819,-49.309100,-13.030800
20210720_065634,615.271606,361.913544,596.095581,302.436523,19.176025,59.477020,14.823790,0.548362,0.289282,-45.863600,-12.548600
20210720_115136,-287.573303,-701.315369,-313.185913,-754.018433,25.612610,52.703064,14.824351,0.548923,0.494167,-43.885400,-12.777900
20210720_165416,637.267029,-297.365356,615.077942,-356.791809,22.189087,59.426453,14.824926,0.549499,0.704352,-44.298000,-11.432700
20210720_183036,647.834167,-296.498779,625.312988,-355.048492,22.521179,58.549713,14.825110,0.549682,0.771250,-43.307100,-11.116200
20210720_232050,-225.423187,-703.170105,-249.301849,-757.832214,23.878662,54.662109,14.825661,0.550234,0.972801,-43.885400,-12.274100
20210721_073205,-177.234695,-704.106018,-202.296860,-758.414551,25.062164,54.308533,14.826595,0.551168,0.313947,-43.967900,-12.228400
20210721_104906,-158.673737,-705.018372,-183.177826,-760.072571,24.504089,55.054199,14.826970,0.551542,0.450764,-44.050500,-11.410000
20210721_190535,783.940857,-282.396027,759.646973,-342.356049,24.293884,59.960022,14.827914,0.552486,0.795544,-43.307100,-11.613900
20210721_222019,-90.743561,-706.236145,-115.122849,-760.725525,24.379288,54.489380,14.828284,0.552856,0.930775,-44.628000,-11.704700
20210722_080734,-32.939163,-707.208374,-56.453354,-762.696350,23.514191,55.487976,14.829401,0.553973,0.338588,-43.307100,-12.000400
20210722_130234,-2.970142,-707.656494,-26.867504,-763.005310,23.897362,55.348816,14.829962,0.554534,0.543449,-43.967900,-10.464300
20210722_180444,80.123604,-705.880554,56.577457,-758.960449,23.546146,53.079895,14.830536,0.555108,0.753287,-50.208100,-11.206500
20210722_194035,89.336334,-705.973206,66.155907,-760.963379,23.180428,54.990173,14.830718,0.555290,0.819850,-46.768000,-10.935900
20210722_211818,47.973511,-708.486938,22.918392,-762.219788,25.055119,53.732849,14.830904,0.555476,0.887708,-43.141800,-10.778500
20210723_003134,67.367325,-708.620972,42.269329,-763.267517,25.097996,54.646545,14.831272,0.555844,0.021921,-44.463000,-11.296900
20210723_070504,106.044571,-708.458923,81.510818,-762.106384,24.533752,53.647461,14.832020,0.556592,0.295185,-44.050500,-11.818300
20210723_120006,135.517410,-708.062134,110.749207,-761.829590,24.768204,53.767456,14.832581,0.557153,0.500069,-50.289700,-11.886600
20210723_170445,216.905746,-707.357117,192.533005,-759.363770,24.372742,52.006653,14.833160,0.557732,0.711632,-44.463000,-11.274300
20210723_183906,225.446091,-703.541199,201.609985,-757.156738,23.836105,53.615540,14.833339,0.557911,0.777153,-44.215500,-10.823400
