datestr,XCENU,YCENU,XCENO,YCENO,DXCEN,DYCEN,totalTime,timeOfYear,timeOfDay,T_SPCCD,T_SPCEB
20130827_093505,462.958527,166.073883,446.168976,139.565765,16.789551,26.508118,6.928130,0.652702,0.399363,-45.287300,-9.197170
20130827_110005,472.767090,167.300339,457.215454,140.326080,15.551636,26.974258,6.928291,0.652863,0.458391,-47.424900,-10.106800
20130827_123005,485.730530,168.921890,468.725037,141.133499,17.005493,27.788391,6.928462,0.653035,0.520891,-53.221300,-10.419600
20130827_140005,496.030823,170.309418,480.196533,141.948105,15.834290,28.361313,6.928634,0.653206,0.583391,-46.192700,-9.484520
20130827_153005,508.804565,170.651962,491.475006,142.775314,17.329559,27.876648,6.928805,0.653377,0.645891,-45.863600,-8.406630
20130827_170005,520.168701,171.200485,502.637451,143.613556,17.531250,27.586929,6.928976,0.653548,0.708391,-44.133000,-7.450670
20130828_190005,-794.871216,118.636482,-811.190430,97.338455,16.319214,21.298027,6.931942,0.656514,0.791725,-40.407000,-8.559750
20130828_203005,-786.447510,117.253044,-804.276855,95.877480,17.829346,21.375565,6.932113,0.656685,0.854225,-43.307100,-7.148860
20130828_221004,-777.377808,116.791664,-796.397339,94.267868,19.019531,22.523796,6.932303,0.656875,0.923657,-40.074600,-6.612660
20130828_233504,-772.574219,115.919388,-789.560913,92.778175,16.986694,23.141212,6.932465,0.657037,0.982685,-48.244900,-7.515500
20130829_010504,-763.727356,113.904572,-782.067932,91.489677,18.340576,22.414894,6.932636,0.657208,0.045185,-47.014400,-8.450340
20130829_122357,-690.512939,147.170609,-704.762695,125.201523,14.249756,21.969086,6.933926,0.658499,0.516632,-47.753000,-11.545900
20130830_063536,-573.026428,134.668396,-587.394348,110.757500,14.367920,23.910896,6.936002,0.660574,0.274722,-44.380600,-10.173700
20130830_073036,-569.057556,134.192734,-581.475342,110.167564,12.417786,24.025169,6.936107,0.660679,0.312917,-45.369700,-9.175110
20130830_081005,-560.438721,132.838608,-576.995239,109.752083,16.556519,23.086525,6.936182,0.660754,0.340336,-44.628000,-8.910830
20130830_085005,-556.287231,132.820129,-572.205811,109.249237,15.918579,23.570892,6.936258,0.660830,0.368113,-40.739200,-6.463150
20130830_091806,-553.319031,132.780212,-568.922852,108.925758,15.603821,23.854454,6.936311,0.660883,0.387569,-47.178600,-9.440250
20130830_094506,-549.114868,132.634979,-565.678345,108.634552,16.563477,24.000427,6.936362,0.660934,0.406319,-44.298000,-8.581650
20130830_101006,-547.220215,131.582733,-562.781372,108.305641,15.561157,23.277092,6.936410,0.660982,0.423681,-40.490100,-5.529600
20130830_104006,-543.130310,130.905518,-559.112305,107.961594,15.981995,22.943924,6.936467,0.661039,0.444514,-44.215500,-7.213420
20130830_111037,-538.283386,130.069626,-554.911804,107.588058,16.628418,22.481567,6.936525,0.661097,0.465706,-48.572600,-9.418130
20130830_121006,-531.983887,131.081955,-547.727417,106.870331,15.743530,24.211624,6.936638,0.661210,0.507014,-42.976400,-6.207510
20130830_131037,-526.777649,129.587433,-540.920349,106.338844,14.142700,23.248589,6.936753,0.661325,0.549039,-43.967900,-7.558740
20130831_104213,-375.490143,120.262489,-393.422211,96.332703,17.932068,23.929787,6.939209,0.663781,0.445984,-42.148800,-8.800960
20130831_110006,-375.184448,120.275063,-390.988678,96.140594,15.804230,24.134468,6.939243,0.663815,0.458403,-40.323900,-7.840380
20130831_112006,-369.952301,120.399742,-388.324219,96.000786,18.371918,24.398956,6.939281,0.663853,0.472292,-45.287300,-9.462370
20130831_114006,-367.860474,119.919037,-385.581757,95.873138,17.721283,24.045898,6.939319,0.663891,0.486181,-48.162900,-11.026000
20130831_120006,-366.108490,119.645569,-382.800690,95.740074,16.692200,23.905495,6.939357,0.663929,0.500069,-44.792900,-9.550970
20130831_122006,-362.644928,119.561508,-380.097168,95.550468,17.452240,24.011040,6.939395,0.663967,0.513958,-41.983100,-7.062820
20130831_124006,-361.049347,117.887108,-377.316742,95.378761,16.267395,22.508347,6.939433,0.664005,0.527847,-41.320000,-6.122440
20130831_130513,-351.468475,79.999313,-366.765808,54.821648,15.297333,25.177666,6.939481,0.664053,0.545289,-46.110400,-8.757050
20130831_181436,-308.003235,75.895279,-323.159302,52.614342,15.156067,23.280937,6.940069,0.664641,0.760139,-48.081000,-8.362920
20130901_065005,-206.190430,111.023445,-222.505798,88.574303,16.315369,22.449142,6.941505,0.666077,0.284780,-41.071200,-8.537840
20130901_080013,-198.123947,111.962654,-212.663208,88.302551,14.539261,23.660103,6.941639,0.666211,0.333484,-41.651700,-8.101230
20130901_082005,-194.677261,111.812256,-209.727188,88.140633,15.049927,23.671623,6.941676,0.666249,0.347280,-39.076400,-6.719610
20130901_084005,-191.332108,111.774330,-206.830704,88.073250,15.498596,23.701080,6.941714,0.666287,0.361169,-46.521500,-8.494090
20130901_092005,-186.609131,111.733223,-201.037231,87.950142,14.428101,23.783081,6.941790,0.666363,0.388947,-44.463100,-9.263390
20130901_094005,-181.471558,112.150398,-198.063187,87.870705,16.591629,24.279694,6.941828,0.666401,0.402836,-40.656200,-6.698210
20130901_100006,-179.705795,111.450203,-195.089188,87.742439,15.383392,23.707764,6.941866,0.666439,0.416736,-39.326100,-5.846660
20130901_102005,-176.113205,111.646126,-192.231201,87.656830,16.117996,23.989296,6.941904,0.666477,0.430613,-45.452000,-7.796990
20130901_104005,-172.255249,111.555794,-189.113083,87.629128,16.857834,23.926666,6.941943,0.666515,0.444502,-46.768000,-9.484520
20130901_110005,-170.024384,111.707298,-186.398727,87.567909,16.374344,24.139389,6.941981,0.666553,0.458391,-44.380600,-8.014180
20130901_112005,-166.589645,111.392540,-183.386185,87.450829,16.796539,23.941711,6.942019,0.666591,0.472280,-40.739200,-5.635160
20130901_114005,-163.744705,110.309486,-180.566208,87.357887,16.821503,22.951599,6.942057,0.666629,0.486169,-40.905200,-5.487400
20130901_120005,-161.729950,109.981110,-177.476685,87.274681,15.746735,22.706429,6.942095,0.666667,0.500058,-44.050500,-7.580370
20130901_122005,-155.924744,110.190552,-174.541183,87.242424,18.616440,22.948128,6.942133,0.666705,0.513947,-48.981900,-9.197170
20130901_124005,-153.871078,110.588844,-171.644714,87.212646,17.773636,23.376198,6.942171,0.666743,0.527836,-45.205000,-7.623650
20130901_130513,-141.876099,70.857948,-157.810806,46.863640,15.934708,23.994308,6.942218,0.666791,0.545289,-39.575800,-4.899010
20130901_154005,-118.576157,68.231544,-134.636780,46.420544,16.060623,21.811001,6.942513,0.667085,0.652836,-48.081000,-10.981000
20130901_181807,-94.313560,69.764153,-110.844795,45.939709,16.531235,23.824444,6.942813,0.667386,0.762581,-41.568800,-4.522880
20130902_060443,2.897672,112.838219,-13.286891,86.961975,16.184563,25.876244,6.944157,0.668729,0.253275,-52.815000,-10.733500
20130902_065005,7.353598,112.307861,-6.411870,87.026756,13.765468,25.281105,6.944243,0.668815,0.284780,-44.463100,-9.550970
20130902_071005,12.327519,112.460632,-3.437815,86.961182,15.765335,25.499451,6.944281,0.668853,0.298669,-43.141800,-6.719610
20130902_073428,17.768118,112.126945,1.422404,86.936127,16.345714,25.190819,6.944327,0.668900,0.315602,-44.050500,-8.406630
20130902_082028,20.827126,110.848572,7.145068,86.976463,13.682058,23.872108,6.944415,0.668987,0.347546,-45.287300,-8.976820
20130902_084005,23.488581,110.137573,10.080529,86.975670,13.408051,23.161903,6.944452,0.669024,0.361169,-40.739200,-6.122440
20130903_073120,232.441330,117.189232,215.128006,89.931389,17.313324,27.257843,6.947059,0.671632,0.313426,-43.389700,-9.750630
20130903_080027,233.580368,117.625023,218.185486,89.973381,15.394882,27.651642,6.947115,0.671687,0.333646,-41.071200,-7.602000
20130903_082004,236.833984,117.118370,221.081985,90.059532,15.751999,27.058838,6.947152,0.671724,0.347269,-44.710500,-9.263390
20130903_090004,242.095505,117.614937,226.875488,90.298920,15.220016,27.316017,6.947228,0.671800,0.375046,-46.685900,-9.241330
20130903_092004,245.804367,118.110130,229.849487,90.357666,15.954880,27.752464,6.947266,0.671838,0.388935,-40.490100,-6.569910
20130903_094004,248.761658,118.727974,232.591995,90.433708,16.169662,28.294266,6.947304,0.671876,0.402824,-41.237100,-6.676810
20130903_095528,252.213379,119.007835,235.985489,90.525032,16.227890,28.482803,6.947333,0.671906,0.413519,-45.040200,-8.231970
20130903_105428,257.450775,106.035385,241.050461,79.891800,16.400314,26.143585,6.947446,0.672018,0.454491,-41.320000,-6.569910
20130903_110722,258.984955,105.915733,242.865982,79.912766,16.118973,26.002968,6.947470,0.672042,0.463449,-39.575800,-5.783150
20130903_112014,260.493134,105.577354,244.719971,80.005302,15.773163,25.572052,6.947495,0.672067,0.472384,-41.817400,-6.420490
20130903_113309,261.568939,105.405945,246.651001,80.044731,14.917938,25.361214,6.947519,0.672091,0.481354,-51.431600,-7.623650
20130903_114705,263.320679,104.986305,248.659470,80.141327,14.661209,24.844978,6.947546,0.672118,0.491030,-48.981900,-8.822920
20130903_120006,250.436722,104.698212,235.523026,80.256172,14.913696,24.442039,6.947570,0.672143,0.500069,-48.900000,-8.844870
20130903_121318,269.171417,105.746040,252.837036,80.325386,16.334381,25.420654,6.947595,0.672168,0.509236,-45.122600,-7.429060
20130903_123905,271.538757,105.087196,256.191498,80.380638,15.347260,24.706558,6.947644,0.672217,0.527141,-40.739200,-4.273000
20130903_125206,273.005615,104.664551,258.083984,80.454903,14.921631,24.209648,6.947669,0.672241,0.536181,-42.893700,-4.189870
20130903_130505,274.150635,104.564484,259.937500,80.494217,14.213135,24.070267,6.947694,0.672266,0.545197,-43.637600,-5.424160
20130903_131806,275.178314,104.394470,261.829987,80.585030,13.348328,23.809441,6.947719,0.672291,0.554236,-45.699000,-6.826720
20130903_133105,276.756531,104.122955,263.645508,80.676369,13.111023,23.446587,6.947743,0.672316,0.563252,-47.096600,-7.818680
20130904_080005,434.214935,116.973839,418.875000,88.260406,15.339935,28.713432,6.949852,0.674424,0.333391,-44.215500,-9.462370
20130904_082005,438.285645,114.174019,421.578491,88.399902,16.707153,25.774117,6.949890,0.674462,0.347280,-41.071200,-6.569910
20130904_084005,441.076782,114.702362,424.243500,88.554939,16.833282,26.147423,6.949928,0.674500,0.361169,-41.154100,-6.998340
20130904_085505,442.077789,114.898354,426.174530,88.666664,15.903259,26.231689,6.949956,0.674529,0.371586,-45.699000,-8.581650
20130905_061600,603.848816,131.604660,587.660461,101.785980,16.188354,29.818680,6.952392,0.676964,0.261111,-45.369700,-10.845900
20130905_075505,616.744629,132.386734,599.170471,102.958702,17.574158,29.428032,6.952580,0.677152,0.329919,-46.028200,-8.888850
20130905_083505,618.438416,133.435440,603.727966,103.489784,14.710449,29.945656,6.952656,0.677228,0.357697,-45.452000,-8.844870
20130905_085005,620.655457,133.920624,605.505066,103.659546,15.150391,30.261078,6.952685,0.677257,0.368113,-42.397200,-7.127330
20130905_090505,621.911316,134.769226,607.204529,103.783585,14.706787,30.985641,6.952713,0.677286,0.378530,-41.817400,-5.804310
20130905_092005,622.905945,135.476257,608.903503,104.002380,14.002441,31.473877,6.952742,0.677314,0.388947,-43.967900,-6.762440
20130905_093505,623.941223,136.418549,610.603027,104.180878,13.338196,32.237671,6.952770,0.677343,0.399363,-52.001700,-8.231970
20130907_100644,890.745422,147.511078,872.746399,119.468597,17.999023,28.042480,6.958306,0.682878,0.421343,-43.307100,-8.866850
20130907_101847,893.960266,147.596970,875.678406,119.652351,18.281860,27.944618,6.958329,0.682901,0.429711,-40.739200,-7.992450
20130907_103140,894.913574,148.126068,876.374023,119.936012,18.539551,28.190056,6.958354,0.682926,0.438657,-47.260700,-8.647390
20130907_104435,895.693115,148.379227,877.030579,120.146767,18.662537,28.232460,6.958378,0.682950,0.447627,-45.945900,-9.595290
20130907_112319,898.573914,149.126114,879.115540,120.853081,19.458374,28.273033,6.958452,0.683024,0.474525,-51.268600,-8.954800
20130908_181506,-530.920410,-172.620346,-548.577393,-192.665314,17.656982,20.044968,6.961973,0.686545,0.760486,-47.753000,-10.196000
20130909_011605,-477.374695,-174.651810,-494.774353,-197.235794,17.399658,22.583984,6.962773,0.687345,0.052836,-44.050500,-10.419600
20130909_181935,-335.483276,-185.784744,-354.646820,-206.298569,19.163544,20.513824,6.964719,0.689291,0.763600,-46.521500,-6.998340
20130910_184107,-91.820442,-161.066696,-107.338844,-184.801025,15.518402,23.734329,6.967498,0.692070,0.778553,-40.157800,-6.891050
20130911_000405,41.121002,248.315384,24.908920,222.268448,16.212082,26.046936,6.968112,0.692684,0.002836,-50.616200,-10.464300
20130911_080429,34.422302,-161.928894,15.966075,-185.549225,18.456227,23.620331,6.969025,0.693597,0.336447,-42.811000,-9.175110
20130911_090405,40.018250,-161.548935,24.254925,-185.443527,15.763325,23.894592,6.969138,0.693711,0.377836,-44.545500,-9.329660
20130911_092520,38.408546,-161.269104,24.513973,-185.499359,13.894573,24.230255,6.969179,0.693751,0.392593,-44.215500,-6.356540
20130911_094516,43.868378,-161.001450,27.896622,-185.484726,15.971756,24.483276,6.969217,0.693789,0.406435,-43.059100,-7.148860
20130911_100516,50.871529,-160.955261,34.582775,-185.439941,16.288754,24.484680,6.969255,0.693827,0.420324,-46.850200,-8.932820
20130912_120055,683.295715,-279.743744,664.807434,-310.697205,18.488281,30.953461,6.972213,0.696785,0.500637,-43.224400,-8.057710
20130912_150006,702.797607,-281.786713,682.960571,-308.234802,19.837036,26.448090,6.972553,0.697125,0.625069,-38.576700,-6.826720
20130912_163920,712.167969,-279.632507,692.099548,-306.888306,20.068420,27.255798,6.972742,0.697314,0.693981,-38.826600,-6.634030
20130912_165211,713.337708,-278.919708,693.374023,-306.732178,19.963684,27.812469,6.972766,0.697339,0.702905,-41.651700,-7.278070
20130912_170506,714.413574,-278.454865,694.609924,-306.510651,19.803650,28.055786,6.972791,0.697363,0.711875,-45.534400,-8.384770
20130912_171806,715.455322,-277.826996,695.923035,-306.334686,19.532288,28.507690,6.972816,0.697388,0.720903,-47.260700,-9.462370
20130912_173106,716.397766,-277.109772,697.197998,-306.141724,19.199768,29.031952,6.972840,0.697413,0.729931,-47.589000,-9.528800
20130912_183007,723.894348,-277.091583,702.991455,-305.324127,20.902893,28.232544,6.972953,0.697525,0.770914,-41.568800,-6.527180
20130912_184306,724.874512,-276.455658,704.150452,-305.114807,20.724060,28.659149,6.972977,0.697549,0.779931,-45.287300,-7.905520
20130912_185606,725.958008,-275.908417,705.424988,-304.935211,20.533020,29.026794,6.973002,0.697574,0.788958,-47.260700,-9.042860
20130912_190906,726.962585,-275.291107,706.698975,-304.724701,20.263611,29.433594,6.973027,0.697599,0.797986,-48.654400,-9.373880
20130912_195306,731.176453,-274.061096,710.832031,-304.103363,20.344421,30.042267,6.973110,0.697683,0.828542,-39.575800,-5.003770
20130912_200606,732.416992,-273.560425,712.067932,-303.939056,20.349060,30.378632,6.973135,0.697707,0.837569,-40.240900,-5.635160
20130912_201906,730.492004,-273.236572,710.341064,-303.735016,20.150940,30.498444,6.973160,0.697732,0.846597,-45.945900,-6.741020
20130913_162742,836.838562,-252.621628,818.723511,-280.288849,18.115051,27.667221,6.975458,0.700030,0.685903,-48.081000,-7.278070
20130914_110559,904.060059,-231.721146,882.762024,-260.850098,21.298035,29.128952,6.977584,0.702156,0.462488,-40.157800,-5.339930
20130914_150005,912.620117,-229.728149,892.572083,-256.606659,20.048035,26.878510,6.978029,0.702601,0.625058,-44.215500,-9.108970
20130914_165505,914.060425,-225.258255,894.000977,-254.563873,20.059448,29.305618,6.978248,0.702820,0.704919,-47.260700,-11.026000
20130915_175635,-332.717590,-205.351776,-348.449524,-226.229202,15.731934,20.877426,6.981102,0.705675,0.747627,-46.357100,-10.486700
20130915_223004,-293.596924,-204.490311,-309.169037,-228.095703,15.572113,23.605392,6.981622,0.706195,0.937546,-47.917000,-12.137100
20130919_165246,277.792480,-93.857651,262.424500,-118.705917,15.367981,24.848267,6.991932,0.716505,0.703310,-47.260700,-7.062820
20130919_183005,292.355133,-92.937340,276.908508,-118.152100,15.446625,25.214760,6.992117,0.716690,0.770891,-47.917000,-9.307570
20130922_181022,-617.591492,44.233566,-634.672852,24.285257,17.081360,19.948309,7.000293,0.724866,0.757199,-42.314400,-6.441810
20130925_063350,-91.806976,50.995914,-111.667809,29.903694,19.860832,21.092220,7.007183,0.731755,0.273495,-38.076500,-6.848160
20130926_080620,138.838303,55.407513,122.662895,30.756311,16.175407,24.651201,7.010096,0.734669,0.337731,-48.244900,-11.296900
20130926_105113,205.142136,57.004074,188.846512,32.410439,16.295624,24.593636,7.010410,0.734982,0.452234,-42.893700,-8.494090
20130926_111606,208.467087,57.133179,192.592987,32.563911,15.874100,24.569267,7.010457,0.735029,0.469514,-48.162900,-10.441900
20130926_114106,207.283035,57.662117,192.195465,32.706604,15.087570,24.955513,7.010505,0.735077,0.486875,-47.424900,-7.862110
20130927_000123,322.897125,60.746582,306.010010,36.572994,16.887115,24.173588,7.011912,0.736484,0.000961,-44.463100,-9.329660
20130927_080005,386.516235,60.736519,374.529022,39.918644,11.987213,20.817875,7.012822,0.737395,0.333391,-39.326100,-7.299610
20130927_083005,390.663727,60.140423,378.776978,40.204063,11.886749,19.936359,7.012879,0.737452,0.354225,-47.506900,-9.995290
20130927_090005,393.729736,60.249924,382.987518,40.449127,10.742218,19.800797,7.012937,0.737509,0.375058,-44.050500,-7.537120
20130927_093005,397.863556,60.444462,387.197052,40.619774,10.666504,19.824688,7.012994,0.737566,0.395891,-39.409400,-4.231430
20130927_100005,407.115387,65.470345,391.446014,40.892277,15.669373,24.578068,7.013051,0.737623,0.416725,-45.122600,-6.955400
20130927_103005,412.087494,65.520302,395.616974,41.177494,16.470520,24.342808,7.013108,0.737680,0.437558,-45.781300,-6.998340
20130927_110006,416.644440,65.575325,399.750000,41.352440,16.894440,24.222885,7.013165,0.737737,0.458403,-39.159700,-3.280300
20130928_000005,521.699402,74.017685,504.884033,48.525635,16.815369,25.492050,7.014648,0.739220,0.000058,-40.573100,-8.297420
20130928_164629,643.727539,88.157303,625.102539,61.909180,18.625000,26.248123,7.016561,0.741133,0.698947,-43.389700,-3.321460
